Input Sample	Neurons_pos	Neurons_neg	P-value	Pearson Correlation	RMSE
R15409_HJV3YBBXX	0.11952147843837986	0.8804785215616201	0.17777777777777778	0.13176793356694474	1.0337826548883782
R15410_HJV3YBBXX	0.30227944967174963	0.6977205503282504	0.07777777777777778	0.26899718244725984	0.9748864637083912
R15412_HCJ72BBXX	0.28114302316439443	0.7188569768356056	0.044444444444444446	0.4026067150451007	0.9182210730318674
R15413_HFF2HBBXX	0.1436862941950397	0.8563137058049604	0.35555555555555557	0.039909132974407305	1.0595211914093974
R15414_HJV23BBXX	0.3429052955629517	0.6570947044370483	0.044444444444444446	0.4217792649325452	0.9049411572265036
R15416_HJV23BBXX	0	1.0	0.08888888888888889	0.2299540658535395	1.0295124080059541
R15417_HJV23BBXX	0.11212408656011634	0.8878759134398837	0.1111111111111111	0.19019088315723712	1.016139104903965
R15418_HCJ72BBXX	0.1254352309545369	0.8745647690454631	0.044444444444444446	0.3479419343203812	0.9609867411897484
R15419_HFF2HBBXX	0.24330847059351512	0.7566915294064849	0.011111111111111112	0.48054393341130064	0.8908886911323449
R15421_HCJGJBBXX	0.353648812736847	0.646351187263153	0.011111111111111112	0.4789432726515887	0.8750448608361237
R15422_HJV23BBXX	0.3882720628516758	0.6117279371483242	0.044444444444444446	0.3744071190162201	0.9305688989956582
R15423_HFF2HBBXX	0.42269589672985913	0.5773041032701408	0.011111111111111112	0.4402988782335931	0.8966177209631415
R15425_HCJ72BBXX	0.33800994251886124	0.6619900574811388	0.044444444444444446	0.33843308613371476	0.9453054758501633
R15428_HCJGJBBXX	0.3366815277843439	0.6633184722156561	0.05555555555555555	0.3197494018930055	0.9540027128381903
R15429_HCJGJBBXX	0.1648096596345002	0.8351903403654998	0.17777777777777778	0.1127545995030687	1.0341825251743217
R15430_HJV23BBXX	0.3366507940131593	0.6633492059868406	0.011111111111111112	0.4900543782874835	0.8710176679356584
R15431_HFF2HBBXX	0.2054222981807488	0.7945777018192512	0.24444444444444444	0.08504181614398428	1.0414348106605338
R15432_HFF2HBBXX	0.19383770145846332	0.8061622985415366	0.12222222222222222	0.1607824659949265	1.0161720588039036
R15433_HFF2HBBXX	0.2889074374686808	0.7110925625313192	0.05555555555555555	0.32694868007679023	0.9501567988104993
R15434_HJV3YBBXX	0.26815796018194604	0.731842039818054	0.03333333333333333	0.42782124946669203	0.9089343033467586
R15464_HCJGJBBXX	0.32022903770732636	0.6797709622926736	0.044444444444444446	0.37094631451278365	0.929953295442582
R15466_HJV23BBXX	0.2365005480479364	0.7634994519520636	0.044444444444444446	0.34091892366022214	0.9479032733060151
R15467_HJV23BBXX	0.26413838262517597	0.735861617374824	0.022222222222222223	0.4332598252078588	0.9071856121566564
R15469_HJV3YBBXX	0.330121819133458	0.6698781808665422	0.05555555555555555	0.3307773120571498	0.9485903957034164
R15470_HCJGJBBXX	0.3098776560480741	0.6901223439519258	0.011111111111111112	0.5040397867913289	0.8679573963172761
R15471_HJV23BBXX	0.15852957871826112	0.8414704212817389	0.08888888888888889	0.2561656331102451	0.9872491269892256
R15473_HCJGJBBXX	0.08805841434945187	0.9119415856505482	0.044444444444444446	0.3856482163314263	0.954411547199749
R15474_HCJGJBBXX	0.0981935063775784	0.9018064936224216	0.25555555555555554	0.0658915900418944	1.0585659103899656
R15475_HJV3YBBXX	0.21354203797570373	0.7864579620242963	0.05555555555555555	0.31135401150821357	0.9613921793840325
R15476_HCJGJBBXX	0.33386784286431315	0.6661321571356869	0.044444444444444446	0.3527717101550417	0.9384247627908658
R15477_HJV3YBBXX	0.10394216923268698	0.896057830767313	0.3888888888888889	0.03119338369626975	1.0682896597514298
R15478_HCJGJBBXX	0.13565886412065145	0.8643411358793486	0.16666666666666666	0.1413894665285655	1.0282449442132204
R15479_HJV3YBBXX	0	1.0	0.044444444444444446	0.4045260268757312	0.9641984685284757
R15480_HJV3YBBXX	0.3091063575349815	0.6908936424650185	0.044444444444444446	0.39718512773761	0.9183428594987363
R15481_HJV23BBXX	0.08866650876227829	0.9113334912377217	0.25555555555555554	0.07051247508526713	1.0591132889776094
R15482_HCJGJBBXX	0.23288849601163164	0.7671115039883684	0.011111111111111112	0.46802358416599393	0.8980567258876514
R15531_HJV23BBXX	0.27149024966230356	0.7285097503376964	0.044444444444444446	0.33882324996995317	0.9459333589344151
R15532_HJV23BBXX	0.29859122740808325	0.7014087725919168	0.044444444444444446	0.3648903971453167	0.9334015864243865
R15533_HJV3YBBXX	0.2464146827985199	0.7535853172014801	0.044444444444444446	0.3869065274747722	0.9286765404238199
